6678 75384
3522 62 -0.693147180559945
3523 2 -1.386294361119891
3523 8 -1.386294361119891
3523 34 -1.386294361119891
3523 54 -1.386294361119891
3524 56 -0.693147180559945
3524 350 -0.693147180559945
3525 69 -2.197224577336220
3525 579 -2.197224577336220
3525 725 -1.504077396776274
3525 742 -1.504077396776274
3525 1252 -2.197224577336220
3525 4690 -2.197224577336220
3525 6100 -2.197224577336220
3526 12 -1.609437912434100
3526 22 -1.609437912434100
3526 49 -0.916290731874155
3526 69 -1.609437912434100
3527 49 -0.693147180559945
3527 86 -0.693147180559945
3528 8 0.000000000000000
3529 75 0.000000000000000
3530 8 0.000000000000000
3531 69 0.000000000000000
3532 1140 0.000000000000000
3533 8 0.000000000000000
3534 390 -0.405465108108164
3534 3535 -1.098612288668110
3535 8 0.000000000000000
3536 113 -0.693147180559945
3536 1238 -0.693147180559945
3537 3538 0.000000000000000
3538 45 0.000000000000000
3539 457 0.000000000000000
3540 42 0.000000000000000
3541 3542 0.000000000000000
3542 44 -1.609437912434100
3542 84 -1.609437912434100
3542 110 -1.609437912434100
3542 218 -1.609437912434100
3542 1163 -1.609437912434100
3543 51 -0.693147180559945
3543 128 -0.693147180559945
3544 1140 0.000000000000000
3545 1835 0.000000000000000
3546 1043 -0.693147180559945
3546 1456 -0.693147180559945
3547 12 -1.386294361119891
3547 72 -1.386294361119891
3547 220 -1.386294361119891
3547 3548 -1.386294361119891
3548 110 0.000000000000000
3549 206 0.000000000000000
3550 10 -1.386294361119891
3550 17 -1.386294361119891
3550 318 -1.386294361119891
3550 344 -1.386294361119891
3551 1282 -1.386294361119891
3551 1296 -1.386294361119891
3551 4527 -1.386294361119891
3551 4804 -1.386294361119891
3552 947 0.000000000000000
3553 56 -0.693147180559945
3553 218 -0.693147180559945
3554 60 0.000000000000000
3555 3556 0.000000000000000
3556 4 -1.791759469228055
3556 1695 -1.791759469228055
3556 2293 -1.791759469228055
3556 3913 -1.791759469228055
3556 3914 -1.791759469228055
3556 5606 -1.791759469228055
3557 47 -1.791759469228055
3557 49 -0.693147180559945
3557 117 -1.791759469228055
3557 587 -1.791759469228055
3558 392 0.000000000000000
3559 12 0.000000000000000
3560 2535 -0.693147180559945
3560 3561 -0.693147180559945
3561 79 0.000000000000000
3562 8 0.000000000000000
3563 8 -0.693147180559945
3563 54 -0.693147180559945
3564 55 -0.693147180559945
3564 103 -0.693147180559945
3565 2 0.000000000000000
3566 37 0.000000000000000
3567 2 -1.098612288668110
3567 45 -1.098612288668110
3567 101 -1.098612288668110
3568 92 0.000000000000000
3569 350 0.000000000000000
3570 22 -0.693147180559945
3570 122 -0.693147180559945
3571 8 -1.098612288668110
3571 12 -1.098612288668110
3571 44 -1.098612288668110
3572 51 -1.098612288668110
3572 79 -1.098612288668110
3572 218 -1.098612288668110
3573 171 0.000000000000000
3574 2 -1.098612288668110
3574 176 -1.098612288668110
3574 468 -1.098612288668110
3575 8 0.000000000000000
3576 206 0.000000000000000
3577 12 -0.693147180559945
3577 206 -0.693147180559945
3578 171 0.000000000000000
3579 3009 0.000000000000000
3580 478 0.000000000000000
3581 2 0.000000000000000
3582 12 0.000000000000000
3583 2 0.000000000000000
3584 12 0.000000000000000
3585 2 0.000000000000000
3586 2 -1.791759469228055
3586 8 -1.791759469228055
3586 22 -1.791759469228055
3586 44 -1.791759469228055
3586 729 -1.791759469228055
3586 5337 -1.791759469228055
3587 8 -1.791759469228055
3587 42 -0.182321556793955
3588 8 -0.916290731874155
3588 29 -1.609437912434100
3588 44 -1.609437912434100
3588 608 -1.609437912434100
3589 69 0.000000000000000
3590 12 -0.693147180559945
3590 69 -0.693147180559945
3591 56 -1.609437912434100
3591 73 -0.916290731874155
3591 237 -1.609437912434100
3591 370 -1.609437912434100
3592 8 -1.098612288668110
3592 122 -0.405465108108164
3593 2 -2.079441541679836
3593 8 -2.079441541679836
3593 13 -2.079441541679836
3593 76 -2.079441541679836
3593 86 -2.079441541679836
3593 101 -2.079441541679836
3593 103 -2.079441541679836
3593 350 -2.079441541679836
3594 2 0.000000000000000
3595 8 0.000000000000000
3596 69 0.000000000000000
3597 12 -0.693147180559945
3597 69 -0.693147180559945
3598 2 -0.121360857004267
3598 8 -3.555348061489414
3598 12 -3.555348061489414
3598 22 -3.555348061489414
3598 346 -3.555348061489414
3599 2 -0.864997437486605
3599 8 -1.558144618046550
3599 12 -2.944438979166441
3599 44 -2.944438979166441
3599 45 -2.944438979166441
3599 62 -2.251291798606495
3599 110 -2.944438979166441
3599 117 -2.944438979166441
3600 30 0.000000000000000
3601 51 -0.693147180559945
3601 69 -0.693147180559945
3602 42 0.000000000000000
3603 22 0.000000000000000
3604 8 0.000000000000000
3605 2 -0.105360515657826
3605 8 -2.995732273553991
3605 44 -2.995732273553991
3606 51 -0.693147180559945
3606 60 -0.693147180559945
3607 8 0.000000000000000
3608 79 0.000000000000000
3609 3610 0.000000000000000
3610 47 0.000000000000000
3611 8 0.000000000000000
3612 30 0.000000000000000
3613 12 -0.693147180559945
3613 3526 -0.693147180559945
3614 8 0.000000000000000
3615 8 -0.693147180559945
3615 99 -1.386294361119891
3615 3616 -1.386294361119891
3616 3617 0.000000000000000
3617 2 -0.648695417989111
3617 8 -1.769286613375997
3617 12 -3.784189633918261
3617 22 -3.378724525810097
3617 40 -4.477336814478207
3617 44 -4.477336814478207
3617 45 -4.477336814478207
3617 62 -4.477336814478207
3617 69 -2.685577345250151
3617 72 -3.378724525810097
3617 124 -4.477336814478207
3617 159 -4.477336814478207
3617 331 -4.477336814478207
3617 1045 -4.477336814478207
3617 1373 -3.784189633918261
3617 1612 -4.477336814478207
3617 1751 -4.477336814478207
3617 4010 -4.477336814478207
3618 22 0.000000000000000
3619 1027 0.000000000000000
3620 3179 0.000000000000000
3621 47 0.000000000000000
3622 3623 0.000000000000000
3623 1818 0.000000000000000
3624 373 0.000000000000000
3625 79 -0.693147180559945
3625 171 -0.693147180559945
3626 10 -1.791759469228055
3626 12 -1.791759469228055
3626 17 -1.791759469228055
3626 49 -1.791759469228055
3626 69 -1.791759469228055
3626 370 -1.791759469228055
3627 8 -0.405465108108164
3627 3628 -1.098612288668110
3628 8 0.000000000000000
3629 8 -1.386294361119891
3629 17 -1.386294361119891
3629 42 -1.386294361119891
3629 298 -1.386294361119891
3630 29 -0.693147180559945
3630 110 -0.693147180559945
3631 8 -0.693147180559945
3631 573 -0.693147180559945
3632 8 -1.098612288668110
3632 42 -1.098612288668110
3632 2422 -1.098612288668110
3633 1631 0.000000000000000
3634 319 -1.609437912434100
3634 393 -1.609437912434100
3634 1088 -0.916290731874155
3634 2036 -1.609437912434100
3635 8 -0.693147180559945
3635 1248 -0.693147180559945
3636 2 -0.944461608840851
3636 8 -2.197224577336220
3636 12 -2.890371757896165
3636 44 -2.890371757896165
3636 49 -2.890371757896165
3636 60 -1.791759469228055
3636 79 -2.890371757896165
3636 91 -2.890371757896165
3636 1612 -2.890371757896165
3637 300 0.000000000000000
3638 707 0.000000000000000
3639 44 -0.693147180559945
3639 128 -0.693147180559945
3640 8 -0.693147180559945
3640 1968 -0.693147180559945
3641 206 0.000000000000000
3642 8 -1.098612288668110
3642 260 -1.098612288668110
3642 1480 -1.098612288668110
3643 79 -1.098612288668110
3643 256 -1.098612288668110
3643 3644 -1.098612288668110
3644 44 0.000000000000000
3645 47 0.000000000000000
3646 2 0.000000000000000
3647 101 -1.098612288668110
3647 2109 -1.098612288668110
3647 3648 -1.098612288668110
3648 8 -0.847297860387204
3648 42 -1.945910149055313
3648 130 -1.945910149055313
3648 298 -1.945910149055313
3648 639 -1.945910149055313
3649 62 0.000000000000000
3650 60 0.000000000000000
3651 17 -1.098612288668110
3651 47 -1.098612288668110
3651 403 -1.098612288668110
3652 8 0.000000000000000
3653 8 -1.203972804325936
3653 12 -1.609437912434100
3653 42 -2.302585092994045
3653 44 -2.302585092994045
3653 79 -2.302585092994045
3653 610 -2.302585092994045
3653 5217 -2.302585092994045
3654 69 0.000000000000000
3655 2 -0.281412459438185
3655 8 -2.178532444324067
3655 12 -3.970291913552122
3655 44 -3.970291913552122
3655 62 -3.970291913552122
3655 69 -3.970291913552122
3655 79 -3.970291913552122
3655 893 -3.970291913552122
3655 4259 -3.970291913552122
3656 8 0.000000000000000
3657 122 0.000000000000000
3658 12 -0.693147180559945
3658 44 -0.693147180559945
3659 62 -0.693147180559945
3659 79 -0.693147180559945
3660 69 -0.693147180559945
3660 110 -0.693147180559945
3661 639 0.000000000000000
3662 742 0.000000000000000
3663 206 0.000000000000000
3664 49 -0.693147180559945
3664 218 -0.693147180559945
3665 8 -1.098612288668110
3665 69 -1.098612288668110
3665 79 -1.098612288668110
3666 8 -1.098612288668110
3666 51 -1.098612288668110
3666 218 -1.098612288668110
3667 2 -0.693147180559945
3667 3668 -0.693147180559945
3668 44 -0.693147180559945
3668 113 -0.693147180559945
3669 2 -1.386294361119891
3669 8 -1.386294361119891
3669 12 -1.386294361119891
3669 72 -1.386294361119891
3670 42 0.000000000000000
3671 86 -0.693147180559945
3671 103 -0.693147180559945
3672 79 0.000000000000000
3673 8 -1.098612288668110
3673 17 -1.098612288668110
3673 141 -1.098612288668110
3674 2 0.000000000000000
3675 8 0.000000000000000
3676 13 0.000000000000000
3677 8 0.000000000000000
3678 368 0.000000000000000
3679 22 0.000000000000000
3680 8 0.000000000000000
3681 8 -1.098612288668110
3681 10 -1.791759469228055
3681 12 -1.098612288668110
3681 60 -1.791759469228055
3682 368 0.000000000000000
3683 79 0.000000000000000
3684 368 0.000000000000000
3685 56 -0.693147180559945
3685 206 -0.693147180559945
3686 22 -1.791759469228055
3686 42 -1.791759469228055
3686 51 -1.791759469228055
3686 92 -1.791759469228055
3686 346 -1.791759469228055
3686 2099 -1.791759469228055
3687 12 0.000000000000000
3688 12 0.000000000000000
3689 42 -0.693147180559945
3689 343 -0.693147180559945
3690 49 -1.098612288668110
3690 51 -1.098612288668110
3690 3461 -1.098612288668110
3691 44 0.000000000000000
3692 8 0.000000000000000
3693 160 -0.693147180559945
3693 868 -0.693147180559945
3694 47 -0.693147180559945
3694 51 -0.693147180559945
3695 51 0.000000000000000
3696 42 0.000000000000000
3697 3698 0.000000000000000
3698 8 -1.386294361119891
3698 44 -1.386294361119891
3698 69 -1.386294361119891
3698 72 -1.386294361119891
3699 350 0.000000000000000
3700 86 0.000000000000000
3701 2 -1.098612288668110
3701 51 -1.098612288668110
3701 206 -1.098612288668110
3702 13 -0.693147180559945
3702 56 -0.693147180559945
3703 3704 0.000000000000000
3704 51 -0.693147180559945
3704 318 -0.693147180559945
3705 54 -0.405465108108164
3705 4094 -1.098612288668110
3706 8 -0.693147180559945
3706 6167 -0.693147180559945
3707 29 0.000000000000000
3708 8 0.000000000000000
3709 22 0.000000000000000
3710 2 -0.146603474191875
3710 8 -3.091042453358316
3710 12 -3.091042453358316
3710 22 -3.091042453358316
3711 42 -1.098612288668110
3711 206 -1.098612288668110
3711 3712 -1.098612288668110
3712 8 -0.693147180559945
3712 72 -0.693147180559945
3713 47 -0.693147180559945
3713 1501 -0.693147180559945
3714 442 0.000000000000000
3715 29 0.000000000000000
3716 8 -2.397895272798371
3716 10 -1.011600911678480
3716 54 -2.397895272798371
3716 79 -2.397895272798371
3716 122 -2.397895272798371
3716 123 -2.397895272798371
3716 237 -2.397895272798371
3716 349 -2.397895272798371
3717 12 -0.693147180559945
3717 51 -0.693147180559945
3718 350 0.000000000000000
3719 51 0.000000000000000
3720 171 0.000000000000000
3721 8 -1.609437912434100
3721 47 -1.609437912434100
3721 110 -1.609437912434100
3721 1412 -1.609437912434100
3721 4110 -1.609437912434100
3722 2 -1.386294361119891
3722 22 -1.386294361119891
3722 870 -1.386294361119891
3722 4123 -1.386294361119891
3723 476 0.000000000000000
3724 44 -0.693147180559945
3724 130 -0.693147180559945
3725 2 -1.386294361119891
3725 51 -1.386294361119891
3725 54 -1.386294361119891
3725 1185 -1.386294361119891
3726 8 -0.405465108108164
3726 51 -1.791759469228055
3726 84 -1.791759469228055
3727 42 -0.693147180559945
3727 47 -0.693147180559945
3728 79 0.000000000000000
3729 56 0.000000000000000
3730 42 0.000000000000000
3731 51 -0.405465108108164
3731 55 -1.098612288668110
3732 42 -1.098612288668110
3732 49 -1.098612288668110
3732 123 -1.098612288668110
3733 42 0.000000000000000
3734 79 -1.386294361119891
3734 408 -1.386294361119891
3734 2823 -1.386294361119891
3734 5953 -1.386294361119891
3735 2 -1.540445040947149
3735 8 -0.847297860387204
3735 72 -1.945910149055313
3735 92 -2.639057329615259
3735 573 -2.639057329615259
3735 1373 -2.639057329615259
3736 42 -1.098612288668110
3736 1027 -1.098612288668110
3736 4899 -1.098612288668110
3737 51 -0.693147180559945
3737 122 -0.693147180559945
3738 3013 0.000000000000000
3739 84 0.000000000000000
3740 8 -0.693147180559945
3740 320 -0.693147180559945
3741 49 0.000000000000000
3742 8 0.000000000000000
3743 2850 0.000000000000000
3744 60 0.000000000000000
3745 49 -0.693147180559945
3745 62 -0.693147180559945
3746 60 -0.693147180559945
3746 373 -0.693147180559945
3747 2662 0.000000000000000
3748 62 -1.098612288668110
3748 171 -1.098612288668110
3748 1504 -1.098612288668110
3749 113 -0.693147180559945
3749 122 -0.693147180559945
3750 12 -1.252762968495368
3750 101 -1.945910149055313
3750 300 -1.945910149055313
3750 408 -1.945910149055313
3750 4164 -1.945910149055313
3750 5329 -1.945910149055313
3751 67 0.000000000000000
3752 8 0.000000000000000
3753 387 0.000000000000000
3754 12 0.000000000000000
3755 8 -0.693147180559945
3755 37 -0.693147180559945
3756 3 -0.693147180559945
3756 1713 -0.693147180559945
3757 2 0.000000000000000
3758 2 -1.098612288668110
3758 42 -1.098612288668110
3758 3759 -1.098612288668110
3759 49 0.000000000000000
3760 171 0.000000000000000
3761 42 -0.693147180559945
3761 350 -0.693147180559945
3762 8 -1.098612288668110
3762 42 -1.098612288668110
3762 218 -1.098612288668110
3763 92 -1.386294361119891
3763 117 -1.386294361119891
3763 279 -1.386294361119891
3763 442 -1.386294361119891
3764 92 -0.693147180559945
3764 370 -0.693147180559945
3765 2 0.000000000000000
3766 42 -1.098612288668110
3766 49 -0.405465108108164
3767 4 -2.079441541679836
3767 8 -2.079441541679836
3767 73 -2.079441541679836
3767 79 -2.079441541679836
3767 86 -2.079441541679836
3767 120 -2.079441541679836
3767 128 -2.079441541679836
3767 657 -2.079441541679836
3768 60 -0.693147180559945
3768 201 -0.693147180559945
3769 6 0.000000000000000
3770 2 -1.945910149055313
3770 8 -1.945910149055313
3770 42 -1.945910149055313
3770 47 -1.945910149055313
3770 69 -1.945910149055313
3770 1573 -1.945910149055313
3770 3693 -1.945910149055313
3771 3772 0.000000000000000
3772 47 0.000000000000000
3773 320 0.000000000000000
3774 350 -1.609437912434100
3774 373 -1.609437912434100
3774 489 -0.510825623765991
3775 69 0.000000000000000
3776 69 0.000000000000000
3777 42 -0.693147180559945
3777 368 -1.386294361119891
3777 707 -1.386294361119891
3778 60 0.000000000000000
3779 44 0.000000000000000
3780 3781 0.000000000000000
3781 242 0.000000000000000
3782 29 0.000000000000000
3783 22 -0.693147180559945
3783 1140 -0.693147180559945
3784 3712 0.000000000000000
3785 12 -0.693147180559945
3785 113 -0.693147180559945
3786 1344 0.000000000000000
3787 69 0.000000000000000
3788 34 0.000000000000000
3789 34 0.000000000000000
3790 34 0.000000000000000
3791 62 0.000000000000000
3792 22 -0.693147180559945
3792 72 -0.693147180559945
3793 3794 0.000000000000000
3794 8 -1.609437912434100
3794 12 -1.609437912434100
3794 22 -1.609437912434100
3794 42 -1.609437912434100
3794 62 -1.609437912434100
3795 110 -1.791759469228055
3795 803 -1.791759469228055
3795 4076 -1.791759469228055
3795 4167 -1.791759469228055
3795 5176 -1.791759469228055
3795 6599 -1.791759469228055
3796 3797 0.000000000000000
3797 79 0.000000000000000
3798 110 0.000000000000000
3799 654 0.000000000000000
3800 122 0.000000000000000
3801 62 -1.386294361119891
3801 252 -1.386294361119891
3801 3802 -1.386294361119891
3801 5616 -1.386294361119891
3802 12 -0.693147180559945
3802 3803 -0.693147180559945
3803 22 0.000000000000000
3804 8 0.000000000000000
3805 8 -1.098612288668110
3805 44 -1.098612288668110
3805 86 -1.098612288668110
3806 1697 0.000000000000000
3807 44 0.000000000000000
3808 3726 -0.693147180559945
3808 5218 -0.693147180559945
3809 51 0.000000000000000
3810 276 0.000000000000000
3811 42 0.000000000000000
3812 653 0.000000000000000
3813 8 -0.693147180559945
3813 44 -0.693147180559945
3814 1344 -0.693147180559945
3814 3536 -0.693147180559945
3815 8 -0.405465108108164
3815 16 -1.098612288668110
3816 318 0.000000000000000
3817 8 -0.693147180559945
3817 235 -0.693147180559945
3818 206 0.000000000000000
3819 218 0.000000000000000
3820 12 0.000000000000000
3821 42 0.000000000000000
3822 8 -0.405465108108164
3822 855 -1.098612288668110
3823 73 0.000000000000000
3824 8 -2.079441541679836
3824 16 -2.079441541679836
3824 40 -2.079441541679836
3824 49 -1.386294361119891
3824 110 -2.079441541679836
3824 138 -2.079441541679836
3824 433 -2.079441541679836
3825 218 -0.693147180559945
3825 235 -0.693147180559945
3826 44 -0.693147180559945
3826 69 -0.693147180559945
3827 8 0.000000000000000
3828 220 0.000000000000000
3829 12 0.000000000000000
3830 2 0.000000000000000
3831 384 0.000000000000000
3832 1774 0.000000000000000
3833 8 0.000000000000000
3834 8 0.000000000000000
3835 141 0.000000000000000
3836 49 0.000000000000000
3837 12 0.000000000000000
3838 12 -1.386294361119891
3838 37 -1.386294361119891
3838 56 -1.386294361119891
3838 2399 -1.386294361119891
3839 42 -0.693147180559945
3839 827 -0.693147180559945
3840 2 -1.386294361119891
3840 8 -1.386294361119891
3840 49 -1.386294361119891
3840 92 -1.386294361119891
3841 12 -1.945910149055313
3841 56 -1.945910149055313
3841 206 -0.559615787935423
3841 384 -1.945910149055313
3842 44 0.000000000000000
3843 122 -0.693147180559945
3843 126 -0.693147180559945
3844 56 0.000000000000000
3845 8 -1.791759469228055
3845 12 -1.791759469228055
3845 608 -1.791759469228055
3845 1853 -1.098612288668110
3845 4813 -1.791759469228055
3846 6 0.000000000000000
3847 8 -1.609437912434100
3847 12 -1.609437912434100
3847 44 -1.609437912434100
3847 110 -0.916290731874155
3848 103 0.000000000000000
3849 86 0.000000000000000
3850 2 -2.079441541679836
3850 8 -1.386294361119891
3850 12 -2.079441541679836
3850 49 -1.386294361119891
3850 51 -2.079441541679836
3850 110 -2.079441541679836
3851 3852 0.000000000000000
3852 8 0.000000000000000
3853 3854 0.000000000000000
3854 103 -0.693147180559945
3854 2248 -0.693147180559945
3855 42 0.000000000000000
3856 1495 -0.405465108108164
3856 3951 -1.098612288668110
3857 8 -1.098612288668110
3857 22 -1.791759469228055
3857 40 -1.791759469228055
3857 44 -1.791759469228055
3857 349 -1.791759469228055
3858 8 -1.609437912434100
3858 12 -3.806662489770320
3858 22 -3.806662489770320
3858 40 -3.806662489770320
3858 44 -3.806662489770320
3858 62 -3.806662489770320
3858 79 -3.806662489770320
3858 2331 -2.708050201102210
3858 2427 -3.113515309210374
3858 3859 -0.762140052046897
3858 3930 -3.113515309210374
3858 4109 -3.806662489770320
3858 6014 -3.806662489770320
3859 2 -0.146603474191875
3859 22 -3.091042453358316
3859 60 -2.397895272798371
3860 69 0.000000000000000
3861 10 0.000000000000000
3862 206 0.000000000000000
3863 13 -2.197224577336220
3863 17 -2.197224577336220
3863 22 -2.197224577336220
3863 51 -2.197224577336220
3863 55 -2.197224577336220
3863 117 -2.197224577336220
3863 318 -2.197224577336220
3863 1713 -2.197224577336220
3863 6173 -2.197224577336220
3864 8 0.000000000000000
3865 1968 0.000000000000000
3866 206 0.000000000000000
3867 30 -0.693147180559945
3867 6102 -0.693147180559945
3868 653 0.000000000000000
3869 17 -1.098612288668110
3869 73 -1.098612288668110
3869 368 -1.098612288668110
3870 171 0.000000000000000
3871 44 0.000000000000000
3872 51 -1.098612288668110
3872 103 -0.405465108108164
3873 51 -0.693147180559945
3873 5339 -0.693147180559945
3874 8 -0.693147180559945
3874 44 -0.693147180559945
3875 2465 -0.693147180559945
3875 3876 -0.693147180559945
3876 8 -0.693147180559945
3876 1879 -0.693147180559945
3877 42 0.000000000000000
3878 8 0.000000000000000
3879 8 0.000000000000000
3880 3881 0.000000000000000
3881 44 0.000000000000000
3882 42 0.000000000000000
3883 69 0.000000000000000
3884 3390 0.000000000000000
3885 252 0.000000000000000
3886 69 -0.693147180559945
3886 79 -0.693147180559945
3887 356 -1.098612288668110
3887 395 -0.405465108108164
3888 47 0.000000000000000
3889 8 0.000000000000000
3890 72 0.000000000000000
3891 8 -0.693147180559945
3891 12 -0.693147180559945
3892 3893 0.000000000000000
3893 2 0.000000000000000
3894 69 0.000000000000000
3895 110 -0.693147180559945
3895 4635 -0.693147180559945
3896 3897 0.000000000000000
3897 51 0.000000000000000
3898 49 0.000000000000000
3899 44 0.000000000000000
3900 318 0.000000000000000
3901 86 0.000000000000000
3902 44 0.000000000000000
3903 86 0.000000000000000
3904 44 0.000000000000000
3905 79 0.000000000000000
3906 3907 0.000000000000000
3907 79 0.000000000000000
3908 44 0.000000000000000
3909 86 0.000000000000000
3910 3617 -3.044522437723423
3910 5626 -3.044522437723423
3910 6121 -2.351375257163478
3910 6166 -0.965080896043587
3910 6169 -2.351375257163478
3910 6172 -1.252762968495368
3910 6210 -3.044522437723423
3911 3912 0.000000000000000
3912 69 0.000000000000000
3913 49 0.000000000000000
3914 12 0.000000000000000
3915 1484 -1.098612288668110
3915 5377 -1.098612288668110
3915 6518 -1.098612288668110
3916 12 0.000000000000000
3917 12 -1.098612288668110
3917 17 -1.791759469228055
3917 79 -1.098612288668110
3917 2231 -1.791759469228055
3918 44 0.000000000000000
3919 49 0.000000000000000
3920 8 -0.693147180559945
3920 12 -0.693147180559945
3921 489 0.000000000000000
3922 86 -0.693147180559945
3922 101 -0.693147180559945
3923 3920 0.000000000000000
3924 29 0.000000000000000
3925 8 0.000000000000000
3926 442 0.000000000000000
3927 457 -0.693147180559945
3927 3928 -0.693147180559945
3928 132 0.000000000000000
3929 51 0.000000000000000
3930 2 -0.955511445027436
3930 8 -1.466337068793427
3930 69 -1.871802176901591
3930 72 -1.871802176901591
3930 373 -2.564949357461537
3931 56 -0.693147180559945
3931 457 -0.693147180559945
3932 8 -0.693147180559945
3932 103 -0.693147180559945
3933 350 0.000000000000000
3934 8 0.000000000000000
3935 246 -1.098612288668110
3935 300 -1.098612288668110
3935 1583 -1.098612288668110
3936 12 -1.386294361119891
3936 247 -1.386294361119891
3936 926 -1.386294361119891
3936 6584 -1.386294361119891
3937 79 0.000000000000000
3938 10 -1.609437912434100
3938 17 -1.609437912434100
3938 56 -1.609437912434100
3938 117 -1.609437912434100
3938 489 -1.609437912434100
3939 368 0.000000000000000
3940 69 0.000000000000000
3941 62 0.000000000000000
3942 3943 -0.693147180559945
3942 5547 -0.693147180559945
3943 42 0.000000000000000
3944 8 -0.693147180559945
3944 218 -0.693147180559945
3945 8 0.000000000000000
3946 12 0.000000000000000
3947 8 0.000000000000000
3948 69 0.000000000000000
3949 229 0.000000000000000
3950 8 -1.098612288668110
3950 110 -1.098612288668110
3950 237 -1.791759469228055
3950 290 -1.791759469228055
3951 8 -1.098612288668110
3951 12 -1.098612288668110
3951 49 -1.098612288668110
3952 40 -0.693147180559945
3952 5925 -0.693147180559945
3953 103 0.000000000000000
3954 47 0.000000000000000
3955 4 -2.484906649788000
3955 8 -1.791759469228055
3955 22 -2.484906649788000
3955 40 -2.484906649788000
3955 47 -2.484906649788000
3955 51 -2.484906649788000
3955 72 -2.484906649788000
3955 79 -1.386294361119891
3955 1888 -2.484906649788000
3956 56 0.000000000000000
3957 1837 0.000000000000000
3958 69 0.000000000000000
3959 8 0.000000000000000
3960 44 0.000000000000000
3961 8 -1.098612288668110
3961 12 -1.791759469228055
3961 29 -1.791759469228055
3961 51 -1.791759469228055
3961 1466 -1.791759469228055
3962 12 0.000000000000000
3963 101 -0.693147180559945
3963 110 -0.693147180559945
3964 3965 0.000000000000000
3965 646 0.000000000000000
3966 8 0.000000000000000
3967 2 -1.945910149055313
3967 8 -1.252762968495368
3967 22 -1.945910149055313
3967 44 -1.945910149055313
3967 86 -1.945910149055313
3967 206 -1.945910149055313
3968 8 0.000000000000000
3969 56 0.000000000000000
3970 12 0.000000000000000
3971 171 0.000000000000000
3972 72 -0.693147180559945
3972 79 -1.386294361119891
3972 132 -1.386294361119891
3973 12 0.000000000000000
3974 44 0.000000000000000
3975 8 0.000000000000000
3976 455 -0.693147180559945
3976 616 -0.693147180559945
3977 69 -0.287682072451781
3977 761 -1.386294361119891
3978 8 0.000000000000000
3979 8 0.000000000000000
3980 2 -1.945910149055313
3980 8 -1.945910149055313
3980 12 -1.252762968495368
3980 69 -1.945910149055313
3980 86 -1.945910149055313
3980 110 -1.945910149055313
3981 69 0.000000000000000
3982 12 -0.510825623765991
3982 60 -1.609437912434100
3982 373 -1.609437912434100
3983 8 0.000000000000000
3984 47 0.000000000000000
3985 44 -0.693147180559945
3985 3986 -0.693147180559945
3986 122 -0.693147180559945
3986 206 -0.693147180559945
3987 350 0.000000000000000
3988 13 -1.098612288668110
3988 56 -1.098612288668110
3988 206 -1.098612288668110
3989 3990 0.000000000000000
3990 42 0.000000000000000
3991 2 -0.693147180559945
3991 79 -0.693147180559945
3992 8 0.000000000000000
3993 653 0.000000000000000
3994 44 0.000000000000000
3995 17 0.000000000000000
3996 79 0.000000000000000
3997 44 0.000000000000000
3998 2 0.000000000000000
3999 8 0.000000000000000
4000 436 0.000000000000000
4001 12 0.000000000000000
4002 370 -0.693147180559945
4002 3302 -0.693147180559945
4003 10 -0.693147180559945
4003 37 -0.693147180559945
4004 290 0.000000000000000
4005 60 0.000000000000000
4006 1483 0.000000000000000
4007 2 0.000000000000000
4008 8 -1.386294361119891
4008 12 -1.386294361119891
4008 33 -1.386294361119891
4008 132 -1.386294361119891
4009 2 -1.098612288668110
4009 154 -1.098612288668110
4009 1259 -1.098612288668110
4010 3 -0.693147180559945
4010 242 -0.693147180559945
4011 69 0.000000000000000
4012 1674 0.000000000000000
4013 6 -1.098612288668110
4013 8 -1.098612288668110
4013 219 -1.098612288668110
4014 17 -1.386294361119891
4014 79 -1.386294361119891
4014 206 -0.693147180559945
4015 42 -0.693147180559945
4015 49 -0.693147180559945
4016 2819 0.000000000000000
4017 42 0.000000000000000
4018 12 -0.693147180559945
4018 2476 -0.693147180559945
4019 62 0.000000000000000
4020 8 -0.693147180559945
4020 42 -0.693147180559945
4021 8 -0.693147180559945
4021 62 -0.693147180559945
4022 69 0.000000000000000
4023 206 0.000000000000000
4024 24 -1.098612288668110
4024 103 -1.098612288668110
4024 368 -1.098612288668110
4025 60 0.000000000000000
4026 12 -1.386294361119891
4026 69 -1.386294361119891
4026 124 -1.386294361119891
4026 346 -1.386294361119891
4027 86 0.000000000000000
4028 8 -1.386294361119891
4028 42 -1.386294361119891
4028 79 -0.693147180559945
4029 86 0.000000000000000
4030 34 0.000000000000000
4031 34 0.000000000000000
4032 229 0.000000000000000
4033 2781 0.000000000000000
4034 8 0.000000000000000
4035 10 0.000000000000000
4036 42 0.000000000000000
4037 62 -1.098612288668110
4037 79 -0.405465108108164
4038 171 0.000000000000000
4039 56 -1.098612288668110
4039 62 -1.098612288668110
4039 2429 -1.098612288668110
4040 69 0.000000000000000
4041 8 -1.791759469228055
4041 22 -1.791759469228055
4041 200 -1.791759469228055
4041 257 -1.791759469228055
4041 2429 -1.098612288668110
4042 8 0.000000000000000
4043 8 -0.693147180559945
4043 4641 -0.693147180559945
4044 79 -1.098612288668110
4044 103 -1.098612288668110
4044 360 -1.098612288668110
